Column1,preyID,preyPhylum,preyClass,preyOrder,preyFamily,preyGenus,preyspecies
Dorosoma cepedianum,Dorosoma cepedianum,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Dorosoma,Dorosoma cepedianum
Coluber constrictor constrictor,Coluber constrictor constrictor,Chordata,Reptilia,Squamata,Colubridae,Coluber,Coluber constrictor
Fowlea piscator,Fowlea piscator,Chordata,Reptilia,Squamata,Colubridae,Fowlea,Fowlea piscator
Carphophis amoenus,Carphophis amoenus,Chordata,Reptilia,Squamata,Colubridae,Carphophis,Carphophis amoenus
Lota lota,Lota lota,Chordata,Actinopterygii,Gadiformes,Gadidae,Lota,Lota lota
Eleutherodactylus,Eleutherodactylus,Chordata,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,NA
Molossidae,Molossidae,Chordata,Mammalia,Chiroptera,Molossidae,NA,NA
Accipitridae,Accipitridae,Chordata,Aves,Accipitriformes,Accipitridae,NA,NA
Oxudercinae,Oxudercinae,Chordata,Actinopterygii,Gobiiformes,Gobiidae,NA,NA
Uta stansburiana elegans,Uta stansburiana elegans,Chordata,Reptilia,Squamata,Iguanidae,Uta,Uta stansburiana
Nerodia sipedon pleuralis,Nerodia sipedon pleuralis,Chordata,Reptilia,Squamata,Colubridae,Nerodia,Nerodia sipedon
Perca flavescens,Perca flavescens,Chordata,Actinopterygii,Perciformes,Percidae,Perca,Perca flavescens
Guira guira,Guira guira,Chordata,Aves,Cuculiformes,Cuculidae,Guira,Guira guira
Opisthotropis andersonii,Opisthotropis andersonii,Chordata,Reptilia,Squamata,Colubridae,Opisthotropis,Opisthotropis andersonii
Copsychus saularis,Copsychus saularis,Chordata,Aves,Passeriformes,Muscicapidae,Copsychus,Copsychus saularis
Python natalensis,Python natalensis,Chordata,Reptilia,Squamata,Pythonidae,Python,Python natalensis
,,,,,,,
,,,,,,,
